pf,ts_ms,m,timeoutMs,PKI,PKI_Exact,PKI_Observed,DPKI_Lower,DPKI_Upper,DPKI_Mean
0.4375,87.5,6.0,87.5,0.5354071923961125,0.5382142857142858,0.5379,0.4343242314148572,0.453801189174979,0.4440627102949181
0.45,87.5,6.0,87.5,0.5281046861920792,0.5262539682539683,0.5306,0.41021889730390665,0.4295657060124202,0.41989230165816344
0.4625,87.5,6.0,87.5,0.5155016205252204,0.5142936507936507,0.518,0.3864392813822644,0.4056108151432782,0.3960250482627713
0.47500000000000003,87.5,6.0,87.5,0.4939000648008398,0.5023333333333332,0.4964,0.36305362104408684,0.3820059736824751,0.37252979736328096
0.48750000000000004,87.5,6.0,87.5,0.4902002664642007,0.4903730158730158,0.4927,0.3401266225965932,0.35881730883258833,0.34947196571459077
0.5,87.5,6.0,87.5,0.4731029785743811,0.4784126984126984,0.4756,0.31771919418664546,0.33610733642559937,0.3269132653061224
0.5125000000000001,87.5,6.0,87.5,0.4668047168998288,0.4664523809523809,0.4693,0.2958882048600398,0.3139347055730481,0.30491145521654395
0.525,87.5,6.0,87.5,0.45320983178279056,0.45449206349206345,0.4557,0.2746862697486492,0.2923539694294438,0.2835201195890465
0.5375,87.5,6.0,87.5,0.43921705260828986,0.44253174603174605,0.4417,0.2541615613764975,0.27141538207785565,0.26278847172717656
0.55,87.5,6.0,87.5,0.4300228860038343,0.4305714285714285,0.4325,0.23435764707238038,0.25116472155006847,0.24276118431122443
0.5625,87.5,6.0,87.5,0.40804037731552173,0.4186111111111111,0.4105,0.21531335247366562,0.23164313899667127,0.22347824573516845
0.5750000000000001,87.5,6.0,87.5,0.4110376954392277,0.4066507936507936,0.4135,0.1970626511033116,0.21288703402503636,0.20497484256417398
0.5875,87.5,6.0,87.5,0.39595215686777113,0.39469047619047615,0.3984,0.1796345799998629,0.1949279562254365,0.1872812681126497
0.6000000000000001,87.5,6.0,87.5,0.3776729442219018,0.38273015873015864,0.3801,0.16305318137814012,0.17779253290757396,0.17042285714285704
0.6125,87.5,6.0,87.5,0.37198016198889267,0.3707698412698412,0.3744,0.1473374702965184,0.16150242307163815,0.15441994668407827
0.625,87.5,6.0,87.5,0.3522080403431496,0.3588095238095238,0.3546,0.1325014283050152,0.1460742976396595,0.13928786297233736
0.6375000000000001,87.5,6.0,87.5,0.33862977321760135,0.3468492063492063,0.341,0.11855402304690232,0.13151984597445487,0.1250369345106786
0.65,87.5,6.0,87.5,0.3301444546809709,0.33488888888888885,0.3325,0.10549925378516965,0.11784580871483029,0.11167253124999997
0.6625000000000001,87.5,6.0,87.5,0.32345663511163963,0.32292857142857134,0.3258,0.09333622282393049,0.1050540369569531,0.0991951298904418
0.675,87.5,6.0,87.5,0.3080867131608899,0.3109682539682539,0.3104,0.0820592327937642,0.09314157781290025,0.08760040530333223
0.6875,87.5,6.0,87.5,0.2976089304353643,0.2990079365079365,0.2999,0.07165790976906318,0.08210078637831057,0.07687934807368688
0.7000000000000001,87.5,6.0,87.5,0.2825434043339579,0.287047619047619,0.2848,0.06211735218473334,0.07191946414179716,0.06701840816326525
0.7125,87.5,6.0,87.5,0.2661843655536168,0.27508730158730155,0.2684,0.0534183055191169,0.06258102386924852,0.05799966469418271
0.7250000000000001,87.5,6.0,87.5,0.259601928345117,0.26312698412698404,0.2618,0.045537362709830415,0.05406468099632382,0.04980102185307712
0.7375,87.5,6.0,87.5,0.2531198514385483,0.2511666666666666,0.2553,0.0384471902694095,0.0463456715622555,0.0423964309158325
0.75,87.5,6.0,87.5,0.23377720002119842,0.2392063492063492,0.2359,0.032116780068291204,0.03939549671742308,0.03575613839285714
0.7625000000000001,87.5,6.0,87.5,0.22719808712121553,0.22724603174603167,0.2293,0.026511726753857975,0.03318219383597824,0.029846960294918106
0.775,87.5,6.0,87.5,0.21753012174271044,0.21528571428571425,0.2196,0.02159453077610152,0.02767063426296096,0.02463258251953124
0.7875000000000001,87.5,6.0,87.5,0.20766452763467544,0.20332539682539674,0.2097,0.017324926993067327,0.022822847722745447,0.020073887357906387
0.8,87.5,6.0,87.5,0.189731808507792,0.19136507936507932,0.1917,0.013660238832734761,0.018598373412163166,0.016129306122448964
0.8125,87.5,6.0,87.5,0.17778031311146844,0.1794047619047619,0.1797,0.01055575799250046,0.014954637797132533,0.012755197894816496
0.8250000000000001,87.5,6.0,87.5,0.16623022467927293,0.16744444444444437,0.1681,0.007965149663109117,0.011847359125953357,0.009906254394531237
0.8375,87.5,6.0,87.5,0.15329000006906077,0.15548412698412695,0.1551,0.005840883270840345,0.009230978665456382,0.007535930968148363
