m,pf,PKI,DPKI_Lower,DPKI_Upper
8,0.27127127127127126,0.6213489304159951,0.9379135691806432,0.9193247445354253
8,0.27227227227227224,0.6204381297170316,0.9379018495988319,0.9193130412552014
8,0.2732732732732733,0.6195274866505878,0.9378898977968189,0.9193011061797444
8,0.27427427427427425,0.6186170012166639,0.9378777100614334,0.9192889356053444
8,0.2752752752752753,0.6177066734152594,0.9378652826349426,0.9192765257839042
8,0.27627627627627627,0.6167965032463748,0.9378526117147117,0.9192638729226018
8,0.2772772772772773,0.6158864907100099,0.9378396934528649,0.9192509731835552
8,0.2782782782782783,0.6149766358061647,0.9378265239559453,0.9192378226834828
8,0.27927927927927926,0.6140669385348393,0.9378130992845738,0.9192244174933668
8,0.2802802802802803,0.6131573988960336,0.9377994154531083,0.9192107536381146
8,0.28128128128128127,0.6122480168897476,0.9377854684293013,0.919196827096218
8,0.2822822822822823,0.6113387925159813,0.9377712541339582,0.9191826337994166
8,0.2832832832832833,0.6104297257747348,0.9377567684405943,0.919168169632355
8,0.28428428428428426,0.6095208166660079,0.9377420071750915,0.9191534304322438
8,0.2852852852852853,0.6086120651898008,0.9377269661153539,0.9191384119885188
8,0.2862862862862863,0.6077034713461135,0.937711640990965,0.919123110042498
8,0.2872872872872873,0.6067950351349457,0.9376960274828422,0.9191075202870428
8,0.2882882882882883,0.6058867565562979,0.9376801212228911,0.9190916383662127
8,0.28928928928928926,0.6049786356101696,0.937663917793662,0.919075459874925
8,0.2902902902902903,0.6040706722965611,0.937647412728002,0.9190589803586112
8,0.2912912912912913,0.6031628666154724,0.9376306015087104,0.9190421953128743
8,0.2922922922922923,0.6022552185669033,0.9376134795681911,0.9190251001831446
8,0.2932932932932933,0.601347728150854,0.9375960422881066,0.9190076903643368
8,0.29429429429429427,0.6004403953673245,0.9375782849990303,0.9189899612005054
8,0.2952952952952953,0.5995332202163146,0.9375602029800998,0.9189719079845005
8,0.2962962962962963,0.5986262026978245,0.9375417914586682,0.9189535259576237
8,0.2972972972972973,0.5977193428118539,0.937523045609957,0.9189348103092834
8,0.2982982982982983,0.5968126405584032,0.9375039605567076,0.9189157561766492
8,0.29929929929929927,0.5959060959374723,0.9374845313688334,0.9188963586443076
8,0.3003003003003003,0.5949997089490611,0.9374647530630705,0.9188766127439164
8,0.3013013013013013,0.5940934795931696,0.9374446206026296,0.9188565134538594
8,0.3023023023023023,0.5931874078697977,0.9374241288968463,0.9188360556989006
8,0.3033033033033033,0.5922814937789457,0.9374032728008339,0.9188152343498395
8,0.30430430430430433,0.5913757373206133,0.9373820471151317,0.9187940442231641
8,0.3053053053053053,0.5904701384948007,0.937360446585358,0.9187724800807066
8,0.3063063063063063,0.5895646973015078,0.93733846590186,0.9187505366292965
8,0.3073073073073073,0.5886594137407346,0.9373160996993637,0.9187282085204154
8,0.3083083083083083,0.5877542878124812,0.937293342556626,0.9187054903498509
8,0.30930930930930933,0.5868493195167473,0.937270188996084,0.9186823766573513
8,0.3103103103103103,0.5859445088535334,0.9372466334835068,0.9186588619262797
8,0.3113113113113113,0.5850398558228392,0.937222670427645,0.9186349405832677
8,0.3123123123123123,0.5841353604246645,0.9371982941798817,0.9186106069978703
