epsilon,model,requestIndex,kind,onChain,crossDomain,arrivalOffsetMs,arrivalWallMs,finishWallMs,latencyMs,queueMs,serviceMs,workerId,chainReads,verifiedCertificateSteps,proofNodes,stageTimingsJson,chainTxCount,chainBlockNumbers,chainTxHashes
0,DPKI,135,intra-off-chain,false,false,267746.20133686153,276755.30563688366,276830.71733689395,75.41170001029968,0,75.41170001029968,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.838100016117096,""dpkiMptProofHttpQuery"":27.12710005044937,""dpkiMptProofSignerCertVerify"":10.34799998998642,""dpkiMptProofResponseVerify"":0.47930002212524414,""dpkiChainRootRead"":1.9908000230789185,""dpkiMptVerify"":0.37540000677108765,""dpkiOpenSslVerifyCert"":9.078100025653839,""dpkiOffchainAssertionSign"":11.977400004863739,""dpkiOffchainAssertionVerify"":9.838500022888184,""dpkiAuthSignature"":1.9602999687194824}",0,,
0,DPKI,136,intra-off-chain,false,false,268051.18277210376,277060.2870721259,277113.28077215335,52.99370002746582,0,52.99370002746582,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.03829997777938843,""dpkiMptProofHttpQuery"":6.239800035953522,""dpkiMptProofSignerCertVerify"":9.707599997520447,""dpkiMptProofResponseVerify"":0.44349998235702515,""dpkiChainRootRead"":1.8603000044822693,""dpkiMptVerify"":0.3371000289916992,""dpkiOpenSslVerifyCert"":9.759200036525726,""dpkiOffchainAssertionSign"":12.687299966812134,""dpkiOffchainAssertionVerify"":9.405900001525879,""dpkiAuthSignature"":2.09689998626709}",0,,
0,DPKI,137,intra-off-chain,false,false,268154.8373583956,277163.94165841775,277224.593258421,60.65160000324249,0,60.65160000324249,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.750499963760376,""dpkiMptProofHttpQuery"":10.691200017929077,""dpkiMptProofSignerCertVerify"":10.27480000257492,""dpkiMptProofResponseVerify"":0.4724999666213989,""dpkiChainRootRead"":2.1854000091552734,""dpkiMptVerify"":0.3263000249862671,""dpkiOpenSslVerifyCert"":10.569999992847443,""dpkiOffchainAssertionSign"":12.589100003242493,""dpkiOffchainAssertionVerify"":10.445200026035309,""dpkiAuthSignature"":1.87090003490448}",0,,
0,DPKI,138,intra-off-chain,false,false,268244.9961738997,277254.1004739218,277307.6424739175,53.541999995708466,0,53.541999995708466,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.17599999904632568,""dpkiMptProofHttpQuery"":6.019800007343292,""dpkiMptProofSignerCertVerify"":10.10539996623993,""dpkiMptProofResponseVerify"":0.461899995803833,""dpkiChainRootRead"":1.8251999616622925,""dpkiMptVerify"":0.3497999906539917,""dpkiOpenSslVerifyCert"":9.966500043869019,""dpkiOffchainAssertionSign"":12.189999997615814,""dpkiOffchainAssertionVerify"":10.132099986076355,""dpkiAuthSignature"":1.9108999967575073}",0,,
0,DPKI,139,intra-off-chain,false,false,269996.151069857,279005.25536987913,279084.091569878,78.83619999885559,0,78.83619999885559,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.6508000493049622,""dpkiMptProofHttpQuery"":33.00310003757477,""dpkiMptProofSignerCertVerify"":10.226100027561188,""dpkiMptProofResponseVerify"":0.5220999717712402,""dpkiChainRootRead"":1.8000999689102173,""dpkiMptVerify"":0.3418999910354614,""dpkiOpenSslVerifyCert"":9.467000007629395,""dpkiOffchainAssertionSign"":11.556199967861176,""dpkiOffchainAssertionVerify"":9.051700055599213,""dpkiAuthSignature"":1.8234000205993652}",0,,
0,DPKI,140,intra-off-chain,false,false,270003.6657690062,279012.7700690283,279147.60566989315,134.83560086484067,71.32150084967725,63.51410001516342,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.0026999711990356,""dpkiMptProofHttpQuery"":16.566299974918365,""dpkiMptProofSignerCertVerify"":9.88400000333786,""dpkiMptProofResponseVerify"":0.5556000471115112,""dpkiChainRootRead"":1.9019999504089355,""dpkiMptVerify"":0.336899995803833,""dpkiOpenSslVerifyCert"":9.444800019264221,""dpkiOffchainAssertionSign"":11.61540001630783,""dpkiOffchainAssertionVerify"":9.805799961090088,""dpkiAuthSignature"":1.933500051498413}",0,,
0,DPKI,141,intra-off-chain,false,false,271164.3484222506,280173.4527222727,280235.97162230953,62.51890003681183,0,62.51890003681183,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.21649998426437378,""dpkiMptProofHttpQuery"":15.733799993991852,""dpkiMptProofSignerCertVerify"":9.305200040340424,""dpkiMptProofResponseVerify"":0.3919999599456787,""dpkiChainRootRead"":1.873199999332428,""dpkiMptVerify"":0.32910001277923584,""dpkiOpenSslVerifyCert"":9.478100001811981,""dpkiOffchainAssertionSign"":12.561200022697449,""dpkiOffchainAssertionVerify"":10.280200004577637,""dpkiAuthSignature"":1.9830999970436096}",0,,
0,DPKI,142,intra-off-chain,false,false,271758.5943336916,280767.6986337137,280820.04563371657,52.34700000286102,0,52.34700000286102,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.819100022315979,""dpkiMptProofHttpQuery"":5.599900007247925,""dpkiMptProofSignerCertVerify"":10.218800008296967,""dpkiMptProofResponseVerify"":0.43779999017715454,""dpkiChainRootRead"":1.9222000241279602,""dpkiMptVerify"":0.3547000288963318,""dpkiOpenSslVerifyCert"":9.103799998760223,""dpkiOffchainAssertionSign"":12.469399988651276,""dpkiOffchainAssertionVerify"":9.175000011920929,""dpkiAuthSignature"":1.8718000054359436}",0,,
0,DPKI,143,intra-off-chain,false,false,273419.6654073542,282428.7697073763,282501.2954073494,72.52569997310638,0,72.52569997310638,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.8152999877929688,""dpkiMptProofHttpQuery"":25.15329998731613,""dpkiMptProofSignerCertVerify"":9.70360004901886,""dpkiMptProofResponseVerify"":0.4591999650001526,""dpkiChainRootRead"":2.872700035572052,""dpkiMptVerify"":0.42970001697540283,""dpkiOpenSslVerifyCert"":9.47630000114441,""dpkiOffchainAssertionSign"":12.403599977493286,""dpkiOffchainAssertionVerify"":8.954800009727478,""dpkiAuthSignature"":1.8422000408172607}",0,,
0,DPKI,144,intra-off-chain,false,false,273990.08917643514,282999.19347645727,283060.47237648454,61.278900027275085,0,61.278900027275085,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.0906000137329102,""dpkiMptProofHttpQuery"":13.805299997329712,""dpkiMptProofSignerCertVerify"":10.218500018119812,""dpkiMptProofResponseVerify"":0.47269999980926514,""dpkiChainRootRead"":1.9218000173568726,""dpkiMptVerify"":0.4611999988555908,""dpkiOpenSslVerifyCert"":9.22240000963211,""dpkiOffchainAssertionSign"":12.758799970149994,""dpkiOffchainAssertionVerify"":9.144400000572205,""dpkiAuthSignature"":1.8105000257492065}",0,,
