M,source,model,E_T_total
6.852852852852853,Theory,DPKI Lower,0.27139693772465945
6.858858858858858,Theory,PKI FCFS,0.26150284629981024
6.858858858858858,Theory,DPKI Upper,0.30801241864980156
6.858858858858858,Theory,DPKI Lower,0.27139693772465945
6.864864864864865,Theory,PKI FCFS,0.26150284629981024
6.864864864864865,Theory,DPKI Upper,0.30801241864980156
6.864864864864865,Theory,DPKI Lower,0.27139693772465945
6.870870870870871,Theory,PKI FCFS,0.26150284629981024
6.870870870870871,Theory,DPKI Upper,0.30801241864980156
6.870870870870871,Theory,DPKI Lower,0.27139693772465945
6.876876876876877,Theory,PKI FCFS,0.26150284629981024
6.876876876876877,Theory,DPKI Upper,0.30801241864980156
6.876876876876877,Theory,DPKI Lower,0.27139693772465945
6.882882882882883,Theory,PKI FCFS,0.26150284629981024
6.882882882882883,Theory,DPKI Upper,0.30801241864980156
6.882882882882883,Theory,DPKI Lower,0.27139693772465945
6.888888888888889,Theory,PKI FCFS,0.26150284629981024
6.888888888888889,Theory,DPKI Upper,0.30801241864980156
6.888888888888889,Theory,DPKI Lower,0.27139693772465945
6.894894894894895,Theory,PKI FCFS,0.26150284629981024
6.894894894894895,Theory,DPKI Upper,0.30801241864980156
6.894894894894895,Theory,DPKI Lower,0.27139693772465945
6.900900900900901,Theory,PKI FCFS,0.26150284629981024
6.900900900900901,Theory,DPKI Upper,0.30801241864980156
6.900900900900901,Theory,DPKI Lower,0.27139693772465945
6.906906906906907,Theory,PKI FCFS,0.26150284629981024
6.906906906906907,Theory,DPKI Upper,0.30801241864980156
6.906906906906907,Theory,DPKI Lower,0.27139693772465945
6.912912912912913,Theory,PKI FCFS,0.26150284629981024
6.912912912912913,Theory,DPKI Upper,0.30801241864980156
6.912912912912913,Theory,DPKI Lower,0.27139693772465945
6.918918918918919,Theory,PKI FCFS,0.26150284629981024
6.918918918918919,Theory,DPKI Upper,0.30801241864980156
6.918918918918919,Theory,DPKI Lower,0.27139693772465945
6.924924924924925,Theory,PKI FCFS,0.26150284629981024
6.924924924924925,Theory,DPKI Upper,0.30801241864980156
6.924924924924925,Theory,DPKI Lower,0.27139693772465945
6.930930930930931,Theory,PKI FCFS,0.26150284629981024
6.930930930930931,Theory,DPKI Upper,0.30801241864980156
